orig_book_index	orig_chapter	orig_verse	orig_subverse	order_by	text
24O	35	16		199080	כי הקימו בני יהונדב בן־רכב את־מצות אביהם אשר צום והעם הזה לא שמעו אלי׃    ס
24O	35	17		199090	לכן כה־אמר יהוה אלהי צבאות אלהי ישראל הנני מביא אל־יהודה ואל כל־יושבי ירושלם את כל־הרעה אשר דברתי עליהם יען דברתי אליהם ולא שמעו ואקרא להם ולא ענו׃
24O	35	18		199100	ולבית הרכבים אמר ירמיהו כה־אמר יהוה צבאות אלהי ישראל יען אשר שמעתם על־מצות יהונדב אביכם ותשמרו את־כל־מצותיו ותעשו ככל אשר־צוה אתכם׃    ס
24O	35	19		199110	לכן כה אמר יהוה צבאות אלהי ישראל לא־יכרת איש ליונדב בן־רכב עמד לפני כל־הימים׃  פ
24O	36	1		199120	ויהי בשנה הרביעת ליהויקים בן־יאשיהו מלך יהודה היה הדבר הזה אל־ירמיהו מאת יהוה לאמר׃
24O	36	2		199130	קח־לך מגלת־ספר וכתבת אליה את כל־הדברים אשר־דברתי אליך על־ישראל ועל־יהודה ועל־כל־הגוים מיום דברתי אליך מימי יאשיהו ועד היום הזה׃
24O	36	3		199140	אולי ישמעו בית יהודה את כל־הרעה אשר אנכי חשב לעשות להם למען ישובו איש מדרכו הרעה וסלחתי לעונם ולחטאתם׃    ס
24O	36	4		199150	ויקרא ירמיהו את־ברוך בן־נריה ויכתב ברוך מפי ירמיהו את כל־דברי יהוה אשר־דבר אליו על־מגלת־ספר׃
24O	36	5		199160	ויצוה ירמיהו את־ברוך לאמר אני עצור לא אוכל לבוא בית יהוה׃
24O	36	6		199170	ובאת אתה וקראת במגלה אשר־כתבת־מפי את־דברי יהוה באזני העם בית יהוה ביום צום וגם באזני כל־יהודה הבאים מעריהם תקראם׃
24O	36	7		199180	אולי תפל תחנתם לפני יהוה וישבו איש מדרכו הרעה כי־גדול האף והחמה אשר־דבר יהוה אל־העם הזה׃
24O	36	8		199190	ויעש ברוך בן־נריה ככל אשר־צוהו ירמיהו הנביא לקרא בספר דברי יהוה בית יהוה׃    ס
24O	36	9		199200	ויהי בשנה החמשית ליהויקים בן־יאשיהו מלך־יהודה בחדש התשעי קראו צום לפני יהוה כל־העם בירושלם וכל־העם הבאים מערי יהודה בירושלם׃
24O	36	10		199210	ויקרא ברוך בספר את־דברי ירמיהו בית יהוה בלשכת גמריהו בן־שפן הספר בחצר העליון פתח שער בית־יהוה החדש באזני כל־העם׃
24O	36	11		199220	וישמע מכיהו בן־גמריהו בן־שפן את־כל־דברי יהוה מעל הספר׃
24O	36	12		199230	וירד בית־המלך על־לשכת הספר והנה־שם כל־השרים יושבים אלישמע הספר ודליהו בןש־מעיהו ואלנתן בן־עכבור וגמריהו בן־שפן וצדקיהו בן־חנניהו וכל־השרים׃
24O	36	13		199240	ויגד להם מכיהו את כל־הדברים אשר שמע בקרא ברוך בספר באזני העם׃
24O	36	14		199250	וישלחו כל־השרים אל־ברוך את־יהודי בן־נתניהו בן־שלמיהו בן־כושי לאמר המגלה אשר קראת בה באזני העם קחנה בידך ולך ויקח ברוך בן־נריהו את־המגלה בידו ויבא אליהם׃
24O	36	15		199260	ויאמרו אליו שב נא וקראנה באזנינו ויקרא ברוך באזניהם׃
24O	36	16		199270	ויהי כשמעם את־כל־הדברים פחדו איש אל־רעהו ויאמרו אל־ברוך הגיד נגיד למלך את כל־הדברים האלה׃
24O	36	17		199280	ואת־ברוך שאלו לאמר הגד־נא לנו איך כתבת את־כל־הדברים האלה מפיו׃
24O	36	18		199290	ויאמר להם ברוך מפיו יקרא אלי את כל־הדברים האלה ואני כתב על־הספר בדיו׃  פ
24O	36	19		199300	ויאמרו השרים אל־ברוך לך הסתר אתה וירמיהו ואיש אל־ידע איפה אתם׃
24O	36	20		199310	ויבאו אל־המלך חצרה ואת־המגלה הפקדו בלשכת אלישמע הספר ויגידו באזני המלך את כל־הדברים׃
24O	36	21		199320	וישלח המלך את־יהודי לקחת את־המגלה ויקחה מלשכת אלישמע הספר ויקראה יהודי באזני המלך ובאזני כל־השרים העמדים מעל המלך׃
24O	36	22		199330	והמלך יושב בית החרף בחדש התשיעי ואת־האח לפניו מבערת׃
24O	36	23		199340	ויהי ׀ כקרוא יהודי שלש דלתות וארבעה יקרעה בתער הספר והשלך אל־האש אשר אל־האח עד־תם כל־המגלה על־האש אשר על־האח׃
24O	36	24		199350	ולא פחדו ולא קרעו את־בגדיהם המלך וכל־עבדיו השמעים את כל־הדברים האלה׃
24O	36	25		199360	וגם אלנתן ודליהו וגמריהו הפגעו במלך לבלתי שרף את־המגלה ולא שמע אליהם׃
24O	36	26		199370	ויצוה המלך את־ירחמאל בן־המלך ואת־שריהו בן־עזריאל ואת־שלמיהו בן־עבדאל לקחת את־ברוך הספר ואת ירמיהו הנביא ויסתרם יהוה׃    ס
24O	36	27		199380	ויהי דבר־יהוה אל־ירמיהו אחרי ׀ שרף המלך את־המגלה ואת־הדברים אשר כתב ברוך מפי ירמיהו לאמר׃
24O	36	28		199390	שוב קח־לך מגלה אחרת וכתב עליה את כל־הדברים הראשנים אשר היו על־המגלה הראשנה אשר שרף יהויקים מלך־יהודה׃
24O	36	29		199400	ועל־יהויקים מלך־יהודה תאמר כה אמר יהוה אתה שרפת את־המגלה הזאת לאמר מדוע כתבת עליה לאמר בא־יבוא מלך־בבל והשחית את־הארץ הזאת והשבית ממנה אדם ובהמה׃    ס
24O	36	30		199410	לכן כה־אמר יהוה על־יהויקים מלך יהודה לא־יהיה־לו יושב על־כסא דוד ונבלתו תהיה משלכת לחרב ביום ולקרח בלילה׃
24O	36	31		199420	ופקדתי עליו ועל־זרעו ועל־עבדיו את־עונם והבאתי עליהם ועל־ישבי ירושלם ואל־איש יהודה את כל־הרעה אשר־דברתי אליהם ולא שמעו׃    ס
24O	36	32		199430	וירמיהו לקח ׀ מגלה אחרת ויתנה אל־ברוך בן־נריהו הספר ויכתב עליה מפי ירמיהו את כל־דברי הספר אשר שרף יהויקים מלך־יהודה באש ועוד נוסף עליהם דברים רבים כהמה׃    ס
24O	37	1		199440	וימלך־מלך צדקיהו בן־יאשיהו תחת כניהו בן־יהויקים אשר המליך נבוכדראצר מלך־בבל בארץ יהודה׃
24O	37	2		199450	ולא שמע הוא ועבדיו ועם הארץ אל־דברי יהוה אשר דבר ביד ירמיהו הנביא׃
24O	37	3		199460	וישלח המלך צדקיהו את־יהוכל בן־שלמיה ואת־צפניהו בן־מעשיה הכהן אל־ירמיהו הנביא לאמר התפלל־נא בעדנו אל־יהוה אלהינו׃
24O	37	4		199470	וירמיהו בא ויצא בתוך העם ולא־נתנו אתו בית [הכליא כ] (הכלוא׃ ק)
24O	37	5		199480	וחיל פרעה יצא ממצרים וישמעו הכשדים הצרים על־ירושלם את־שמעם ויעלו מעל ירושלם׃  פ
24O	37	6		199490	ויהי דבר־יהוה אל־ירמיהו הנביא לאמר׃
24O	37	7		199500	כה־אמר יהוה אלהי ישראל כה תאמרו אל־מלך יהודה השלח אתכם אלי לדרשני הנה ׀ חיל פרעה היצא לכם לעזרה שב לארצו מצרים׃
24O	37	8		199510	ושבו הכשדים ונלחמו על־העיר הזאת ולכדה ושרפה באש׃    ס
24O	37	9		199520	כה ׀ אמר יהוה אל־תשאו נפשתיכם לאמר הלך ילכו מעלינו הכשדים כי־לא ילכו׃
24O	37	10		199530	כי אם־הכיתם כל־חיל כשדים הנלחמים אתכם ונשארו בם אנשים מדקרים איש באהלו יקומו ושרפו את־העיר הזאת באש׃
24O	37	11		199540	והיה בהעלות חיל הכשדים מעל ירושלם מפני חיל פרעה׃    ס
24O	37	12		199550	ויצא ירמיהו מירושלם ללכת ארץ בנימן לחלק משם בתוך העם׃
24O	37	13		199560	ויהי־הוא בשער בנימן ושם בעל פקדת ושמו יראייה בן־שלמיה בן־חנניה ויתפש את־ירמיהו הנביא לאמר אל־הכשדים אתה נפל׃
24O	37	14		199570	ויאמר ירמיהו שקר אינני נפל על־הכשדים ולא שמע אליו ויתפש יראייה בירמיהו ויבאהו אל־השרים׃
24O	37	15		199580	ויקצפו השרים על־ירמיהו והכו אתו ונתנו אותו בית האסור בית יהונתן הספר כי־אתו עשו לבית הכלא׃
24O	37	16		199590	כי בא ירמיהו אל־בית הבור ואל־החניות וישב־שם ירמיהו ימים רבים׃  פ
24O	37	17		199600	וישלח המלך צדקיהו ויקחהו וישאלהו המלך בביתו בסתר ויאמר היש דבר מאת יהוה ויאמר ירמיהו יש ויאמר ביד מלך־בבל תנתן׃    ס
24O	37	18		199610	ויאמר ירמיהו אל־המלך צדקיהו מה חטאתי לך ולעבדיך ולעם הזה כי־נתתם אותי אל־בית הכלא׃
24O	37	19		199620	[ואיו כ] (ואיה ק) נביאיכם אשר־נבאו לכם לאמר לא־יבא מלך־בבל עליכם ועל הארץ הזאת׃
24O	37	20		199630	ועתה שמע־נא אדני המלך תפל־נא תחנתי לפניך ואל־תשבני בית יהונתן הספר ולא אמות שם׃
24O	37	21		199640	ויצוה המלך צדקיהו ויפקדו את־ירמיהו בחצר המטרה ונתן לו ככר־לחם ליום מחוץ האפים עד־תם כל־הלחם מן־העיר וישב ירמיהו בחצר המטרה׃
24O	38	1		199650	וישמע שפטיה בן־מתן וגדליהו בן־פשחור ויוכל בן־שלמיהו ופשחור בן־מלכיה את־הדברים אשר ירמיהו מדבר אל־כל־העם לאמר׃    ס
24O	38	2		199660	כה אמר יהוה הישב בעיר הזאת ימות בחרב ברעב ובדבר והיצא אל־הכשדים [יחיה כ] (וחיה ק) והיתה־לו נפשו לשלל וחי׃    ס
24O	38	3		199670	כה אמר יהוה הנתן תנתן העיר הזאת ביד חיל מלך־בבל ולכדה׃
24O	38	4		199680	ויאמרו השרים אל־המלך יומת נא את־האיש הזה כי־על־כן הוא־מרפא את־ידי אנשי המלחמה הנשארים ׀ בעיר הזאת ואת ידי כל־העם לדבר אליהם כדברים האלה כי ׀ האיש הזה איננו דרש לשלום לעם הזה כי אם־לרעה׃
24O	38	5		199690	ויאמר המלך צדקיהו הנה־הוא בידכם כי־אין המלך יוכל אתכם דבר׃
24O	38	6		199700	ויקחו את־ירמיהו וישלכו אתו אל־הבור ׀ מלכיהו בן־המלך אשר בחצר המטרה וישלחו את־ירמיהו בחבלים ובבור אין־מים כי אם־טיט ויטבע ירמיהו בטיט׃    ס
24O	38	7		199710	וישמע עבד־מלך הכושי איש סריס והוא בבית המלך כי־נתנו את־ירמיהו אל־הבור והמלך יושב בשער בנימן׃
24O	38	8		199720	ויצא עבד־מלך מבית המלך וידבר אל־המלך לאמר׃
24O	38	9		199730	אדני המלך הרעו האנשים האלה את כל־אשר עשו לירמיהו הנביא את אשר־השליכו אל־הבור וימת תחתיו מפני הרעב כי אין הלחם עוד בעיר׃
24O	38	10		199740	ויצוה המלך את עבד־מלך הכושי לאמר קח בידך מזה שלשים אנשים והעלית את־ירמיהו הנביא מן־הבור בטרם ימות׃
24O	38	11		199750	ויקח ׀ עבד־מלך את־האנשים בידו ויבא בית־המלך אל־תחת האוצר ויקח משם בלוי [הסחבות כ] (סחבות ק) ובלוי מלחים וישלחם אל־ירמיהו אל־הבור בחבלים׃
24O	38	12		199760	ויאמר עבד־מלך הכושי אל־ירמיהו שים נא בלואי הסחבות והמלחים תחת אצלות ידיך מתחת לחבלים ויעש ירמיהו כן׃
24O	38	13		199770	וימשכו את־ירמיהו בחבלים ויעלו אתו מן־הבור וישב ירמיהו בחצר המטרה׃    ס
24O	38	14		199780	וישלח המלך צדקיהו ויקח את־ירמיהו הנביא אליו אל־מבוא השלישי אשר בבית יהוה ויאמר המלך אל־ירמיהו שאל אני אתך דבר אל־תכחד ממני דבר׃
24O	38	15		199790	ויאמר ירמיהו אל־צדקיהו כי אגיד לך הלוא המת תמיתני וכי איעצך לא תשמע אלי׃
24O	38	16		199800	וישבע המלך צדקיהו אל־ירמיהו בסתר לאמר חי־יהוה [את כ] אשר עשה־לנו את־הנפש הזאת אם־אמיתך ואם־אתנך ביד האנשים האלה אשר מבקשים את־נפשך׃    ס
24O	38	17		199810	ויאמר ירמיהו אל־צדקיהו כה־אמר יהוה אלהי צבאות אלהי ישראל אם־יצא תצא אל־שרי מלך־בבל וחיתה נפשך והעיר הזאת לא תשרף באש וחיתה אתה וביתך׃
24O	38	18		199820	ואם לא־תצא אל־שרי מלך בבל ונתנה העיר הזאת ביד הכשדים ושרפוה באש ואתה לא־תמלט מידם׃    ס
24O	38	19		199830	ויאמר המלך צדקיהו אל־ירמיהו אני דאג את־היהודים אשר נפלו אל־הכשדים פן־יתנו אתי בידם והתעללו־בי׃  פ
24O	38	20		199840	ויאמר ירמיהו לא יתנו שמע־נא ׀ בקול יהוה לאשר אני דבר אליך וייטב לך ותחי נפשך׃
24O	38	21		199850	ואם־מאן אתה לצאת זה הדבר אשר הראני יהוה׃
24O	38	22		199860	והנה כל־הנשים אשר נשארו בבית מלך־יהודה מוצאות אל־שרי מלך בבל והנה אמרות הסיתוך ויכלו לך אנשי שלמך הטבעו בבץ רגלך נסגו אחור׃
24O	38	23		199870	ואת־כל־נשיך ואת־בניך מוצאים אל־הכשדים ואתה לא־תמלט מידם כי ביד מלך־בבל תתפש ואת־העיר הזאת תשרף באש׃  פ
24O	38	24		199880	ויאמר צדקיהו אל־ירמיהו איש אל־ידע בדברים־האלה ולא תמות׃
24O	38	25		199890	וכי־ישמעו השרים כי־דברתי אתך ובאו אליך ואמרו אליך  הגידה־נא לנו מה־דברת אל־המלך אל־תכחד ממנו ולא נמיתך ומה־דבר אליך המלך׃
24O	38	26		199900	ואמרת אליהם מפיל־אני תחנתי לפני המלך לבלתי השיבני בית יהונתן למות שם׃  פ
24O	38	27		199910	ויבאו כל־השרים אל־ירמיהו וישאלו אתו ויגד להם ככל־הדברים האלה אשר צוה המלך ויחרשו ממנו כי לא־נשמע הדבר׃  פ
24O	38	28		199920	וישב ירמיהו בחצר המטרה עד־יום אשר־נלכדה ירושלם    ס   והיה כאשר נלכדה ירושלם׃  פ
24O	39	1		199930	בשנה התשעית לצדקיהו מלך־יהודה בחדש העשרי בא נבוכדראצר מלך־בבל וכל־חילו אל־ירושלם ויצרו עליה׃    ס
24O	39	2		199940	בעשתי־עשרה שנה לצדקיהו בחדש הרביעי בתשעה לחדש הבקעה העיר׃
24O	39	3		199950	ויבאו כל שרי מלך־בבל וישבו בשער התוך נרגל שר־אצר סמגר־נבו שר־סכים רב־סריס נרגל שר־אצר רב־מג וכל־שארית שרי מלך בבל׃
24O	39	4		199960	ויהי כאשר ראם צדקיהו מלך־יהודה וכל ׀ אנשי המלחמה ויברחו ויצאו לילה מן־העיר דרך גן המלך בשער בין החמתים ויצא דרך הערבה׃
24O	39	5		199970	וירדפו חיל־כשדים אחריהם וישגו את־צדקיהו בערבות ירחו ויקחו אתו ויעלהו אל־נבוכדראצר מלך־בבל רבלתה בארץ חמת וידבר אתו משפטים׃
24O	39	6		199980	וישחט מלך בבל את־בני צדקיהו ברבלה לעיניו ואת כל־חרי יהודה שחט מלך בבל׃
24O	39	7		199990	ואת־עיני צדקיהו עור ויאסרהו בנחשתים לביא אתו בבלה׃
24O	39	8		200000	ואת־בית המלך ואת־בית העם שרפו הכשדים באש ואת־חמות ירושלם נתצו׃
24O	39	9		200010	ואת יתר העם הנשארים בעיר ואת־הנפלים אשר נפלו עליו ואת יתר העם הנשארים הגלה נבוזר־אדן  רב־טבחים בבל׃
24O	39	10		200020	ומן־העם הדלים אשר אין־להם מאומה השאיר נבוזראדן רב־טבחים בארץ יהודה ויתן להם כרמים ויגבים ביום ההוא׃
24O	39	11		200030	ויצו נבוכדראצר מלך־בבל על־ירמיהו ביד נבוזראדן רב־טבחים לאמר׃
24O	39	12		200040	קחנו ועיניך שים עליו ואל־תעש לו מאומה רע כי [אם כ] כאשר ידבר אליך כן עשה עמו׃
24O	39	13		200050	וישלח נבוזראדן רב־טבחים ונבושזבן  רב־סריס ונרגל שר־אצר רב־מג וכל רבי מלך־בבל׃
24O	39	14		200060	וישלחו ויקחו את־ירמיהו מחצר המטרה ויתנו אתו אל־גדליהו בן־אחיקם בן־שפן להוצאהו אל־הבית וישב בתוך העם׃    ס
24O	39	15		200070	ואל־ירמיהו היה דבר־יהוה בהיתו עצור בחצר המטרה לאמר׃
24O	39	16		200080	הלוך ואמרת לעבד־מלך  הכושי לאמר כה־אמר יהוה צבאות אלהי ישראל הנני [מבי כ] (מביא ק) את־דברי אל־העיר הזאת לרעה ולא לטובה והיו לפניך ביום ההוא׃
24O	39	17		200090	והצלתיך ביום־ההוא נאם־יהוה ולא תנתן ביד האנשים אשר־אתה יגור מפניהם׃
24O	39	18		200100	כי מלט אמלטך ובחרב לא תפל והיתה לך נפשך לשלל כי־בטחת בי נאם־יהוה׃    ס
24O	40	1		200110	הדבר אשר־היה אל־ירמיהו מאת יהוה אחר ׀ שלח אתו נבוזראדן רב־טבחים מן־הרמה בקחתו אתו והוא־אסור באזקים בתוך כל־גלות ירושלם ויהודה המגלים בבלה׃
24O	40	2		200120	ויקח רב־טבחים לירמיהו ויאמר אליו יהוה אלהיך דבר את־הרעה הזאת אל־המקום הזה׃
24O	40	3		200130	ויבא ויעש יהוה כאשר דבר כי־חטאתם ליהוה ולא־שמעתם בקולו והיה לכם [דבר כ] (הדבר ק) הזה׃
24O	40	4		200140	ועתה הנה פתחתיך היום מן־האזקים אשר על־ידך אם־טוב בעיניך לבוא אתי בבל בא ואשים את־עיני עליך ואם־רע בעיניך לבוא־אתי בבל חדל ראה כל־הארץ לפניך אל־טוב ואל־הישר בעיניך ללכת שמה לך׃
24O	40	5		200150	ועודנו לא־ישוב ושבה אל־גדליה בן־אחיקם בן־שפן אשר הפקיד מלך־בבל בערי יהודה ושב אתו בתוך העם או אל־כל־הישר בעיניך ללכת לך ויתן־לו רב־טבחים ארחה ומשאת וישלחהו׃
24O	40	6		200160	ויבא ירמיהו אל־גדליה בן־אחיקם המצפתה וישב אתו בתוך העם הנשארים בארץ׃    ס
24O	40	7		200170	וישמעו כל־שרי החילים אשר בשדה המה ואנשיהם כי־הפקיד מלך־בבל את־גדליהו בן־אחיקם בארץ וכי ׀ הפקיד אתו אנשים ונשים וטף ומדלת הארץ מאשר לא־הגלו בבלה׃
24O	40	8		200180	ויבאו אל־גדליה המצפתה וישמעאל בן־נתניהו ויוחנן ויונתן בני־קרח ושריה בן־תנחמת ובני ׀ [עופי כ] (עיפי ק) הנטפתי ויזניהו בן־המעכתי המה ואנשיהם׃
24O	40	9		200190	וישבע להם גדליהו בן־אחיקם בן־שפן ולאנשיהם לאמר אל־תיראו מעבוד הכשדים שבו בארץ ועבדו את־מלך בבל וייטב לכם׃
24O	40	10		200200	ואני הנני ישב במצפה לעמד לפני הכשדים אשר יבאו אלינו ואתם אספו יין וקיץ ושמן ושמו בכליכם ושבו בעריכם אשר־תפשתם׃
24O	40	11		200210	וגם כל־היהודים אשר־במואב ׀ ובבני־עמון ובאדום ואשר בכל־הארצות שמעו כי־נתן מלך־בבל שארית ליהודה וכי הפקיד עליהם את־גדליהו בן־אחיקם בן־שפן׃
24O	40	12		200220	וישבו כל־היהודים מכל־המקמות אשר נדחו־שם ויבאו ארץ־יהודה אל־גדליהו המצפתה ויאספו יין וקיץ הרבה מאד׃  פ
24O	40	13		200230	ויוחנן בן־קרח וכל־שרי החילים אשר בשדה באו אל־גדליהו המצפתה׃
24O	40	14		200240	ויאמרו אליו הידע  תדע כי בעליס ׀ מלך בני־עמון שלח את־ישמעאל בן־נתניה להכתך נפש ולא־האמין להם גדליהו בן־אחיקם׃
24O	40	15		200250	ויוחנן בן־קרח אמר אל־גדליהו בסתר במצפה לאמר אלכה נא ואכה את־ישמעאל בן־נתניה ואיש לא ידע למה יככה נפש ונפצו כל־יהודה הנקבצים אליך ואבדה שארית יהודה׃
24O	40	16		200260	ויאמר גדליהו בן־אחיקם אל־יוחנן בן־קרח אל־ [תעש כ] (תעשה ק) את־הדבר הזה כי־שקר אתה דבר אל־ישמעאל׃    ס
24O	41	1		200270	ויהי ׀ בחדש השביעי בא ישמעאל בן־נתניה בן־אלישמע מזרע המלוכה ורבי המלך ועשרה אנשים אתו אל־גדליהו בן־אחיקם המצפתה ויאכלו שם לחם יחדו במצפה׃
24O	41	2		200280	ויקם ישמעאל בן־נתניה ועשרת האנשים ׀ אשר־היו אתו ויכו את־גדליהו בן־אחיקם בן־שפן בחרב וימת אתו אשר־הפקיד מלך־בבל בארץ׃
24O	41	3		200290	ואת כל־היהודים אשר־היו אתו את־גדליהו במצפה ואת־הכשדים אשר נמצאו־שם את אנשי המלחמה הכה ישמעאל׃
24O	41	4		200300	ויהי ביום השני להמית את־גדליהו ואיש לא ידע׃
24O	41	5		200310	ויבאו אנשים משכם משלו ומשמרון שמנים איש מגלחי זקן וקרעי בגדים ומתגדדים ומנחה ולבונה בידם להביא בית יהוה׃
24O	41	6		200320	ויצא ישמעאל בן־נתניה לקראתם מן־המצפה הלך הלך ובכה ויהי כפגש אתם ויאמר אליהם באו אל־גדליהו בן־אחיקם׃    ס
24O	41	7		200330	ויהי כבואם אל־תוך העיר וישחטם ישמעאל בן־נתניה אל־תוך הבור הוא והאנשים אשר־אתו׃
24O	41	8		200340	ועשרה אנשים נמצאו־בם ויאמרו אל־ישמעאל אל־תמתנו כי־יש־לנו מטמנים בשדה חטים ושערים ושמן ודבש ויחדל ולא המיתם בתוך אחיהם׃
24O	41	9		200350	והבור אשר השליך שם ישמעאל את ׀ כל־פגרי האנשים אשר הכה ביד־גדליהו הוא אשר עשה המלך אסא מפני בעשא מלך־ישראל אתו מלא ישמעאל בן־נתניהו חללים׃
24O	41	10		200360	וישב ׀ ישמעאל את־כל־שארית העם אשר במצפה את־בנות המלך ואת־כל־העם הנשארים במצפה אשר הפקיד נבוזראדן רב־טבחים את־גדליהו בן־אחיקם וישבם ישמעאל בן־נתניה וילך לעבר אל־בני עמון׃    ס
24O	41	11		200370	וישמע יוחנן בן־קרח וכל־שרי החילים אשר אתו את כל־הרעה אשר עשה ישמעאל בן־נתניה׃
24O	41	12		200380	ויקחו את־כל־האנשים וילכו להלחם עם־ישמעאל בן־נתניה וימצאו אתו אל־מים רבים אשר בגבעון׃
24O	41	13		200390	ויהי כראות כל־העם אשר את־ישמעאל את־יוחנן בן־קרח ואת כל־שרי החילים אשר אתו וישמחו׃
24O	41	14		200400	ויסבו כל־העם אשר־שבה ישמעאל מן־המצפה וישבו וילכו אל־יוחנן בן־קרח׃
24O	41	15		200410	וישמעאל בן־נתניה נמלט בשמנה אנשים מפני יוחנן וילך אל־בני עמון׃    ס
24O	41	16		200420	ויקח יוחנן בן־קרח וכל־שרי החילים אשר־אתו את כל־שארית העם אשר השיב מאת ישמעאל בן־נתניה מן־המצפה אחר הכה את־גדליה בן־אחיקם גברים אנשי המלחמה ונשים וטף וסרסים אשר השיב מגבעון׃
24O	41	17		200430	וילכו וישבו בגרות  [כמוהם כ] (כמהם ק) אשר־אצל בית לחם ללכת לבוא מצרים׃
24O	41	18		200440	מפני הכשדים כי יראו מפניהם כי־הכה ישמעאל בן־נתניה את־גדליהו בן־אחיקם אשר־הפקיד מלך־בבל בארץ׃    ס
24O	42	1		200450	ויגשו כל־שרי החילים ויוחנן בן־קרח ויזניה בן־הושעיה וכל־העם מקטן ועד־גדול׃
24O	42	2		200460	ויאמרו אל־ירמיהו הנביא תפל־נא תחנתנו לפניך והתפלל בעדנו אל־יהוה אלהיך בעד כל־השארית הזאת כי־נשארנו מעט מהרבה כאשר עיניך ראות אתנו׃
24O	42	3		200470	ויגד־לנו יהוה אלהיך את־הדרך אשר נלך־בה ואת־הדבר אשר נעשה׃
24O	42	4		200480	ויאמר אליהם ירמיהו הנביא שמעתי הנני מתפלל אל־יהוה אלהיכם כדבריכם והיה כל־הדבר אשר־יענה יהוה אתכם אגיד לכם לא־אמנע מכם דבר׃
24O	42	5		200490	והמה אמרו אל־ירמיהו יהי יהוה בנו לעד אמת ונאמן אם־לא ככל־הדבר אשר ישלחך יהוה אלהיך אלינו כן נעשה׃
24O	42	6		200500	אם־טוב ואם־רע בקול ׀ יהוה אלהינו אשר [אנו כ] (אנחנו ק) שלחים אתך אליו נשמע למען אשר ייטב־לנו כי נשמע בקול יהוה אלהינו׃    ס
24O	42	7		200510	ויהי מקץ עשרת ימים ויהי דבר־יהוה אל־ירמיהו׃
24O	42	8		200520	ויקרא אל־יוחנן בן־קרח ואל כל־שרי החילים אשר אתו ולכל־העם למקטן ועד־גדול׃
24O	42	9		200530	ויאמר אליהם כה־אמר יהוה אלהי ישראל אשר שלחתם אתי אליו להפיל תחנתכם לפניו׃
24O	42	10		200540	אם־שוב תשבו בארץ הזאת ובניתי אתכם ולא אהרס ונטעתי אתכם ולא אתוש כי נחמתי אל־הרעה אשר עשיתי לכם׃
24O	42	11		200550	אל־תיראו מפני מלך בבל אשר־אתם יראים מפניו אל־תיראו ממנו נאם־יהוה כי־אתכם אני להושיע אתכם ולהציל אתכם מידו׃
24O	42	12		200560	ואתן לכם רחמים ורחם אתכם והשיב אתכם אל־אדמתכם׃
24O	42	13		200570	ואם־אמרים אתם לא נשב בארץ הזאת לבלתי שמע בקול יהוה אלהיכם׃
24O	42	14		200580	לאמר לא כי ארץ מצרים נבוא אשר לא־נראה מלחמה וקול שופר לא נשמע וללחם לא־נרעב ושם נשב׃
24O	42	15		200590	ועתה לכן שמעו דבר־יהוה שארית יהודה כה־אמר יהוה צבאות אלהי ישראל אם־אתם שום תשמון פניכם לבא מצרים ובאתם לגור שם׃
24O	42	16		200600	והיתה החרב אשר אתם יראים ממנה שם תשיג אתכם בארץ מצרים והרעב אשר־אתם ׀ דאגים ממנו שם ידבק אחריכם מצרים ושם תמתו׃
24O	42	17		200610	ויהיו כל־האנשים אשר־שמו את־פניהם לבוא מצרים לגור שם ימותו בחרב ברעב ובדבר ולא־יהיה להם שריד ופליט מפני הרעה אשר אני מביא עליהם׃    ס
24O	42	18		200620	כי כה אמר יהוה צבאות אלהי ישראל כאשר נתך אפי וחמתי על־ישבי ירושלם כן תתך חמתי עליכם בבאכם מצרים והייתם לאלה ולשמה ולקללה ולחרפה ולא־תראו עוד את־המקום הזה׃
24O	42	19		200630	דבר יהוה עליכם שארית יהודה אל־תבאו מצרים ידע תדעו כי־העידתי בכם היום׃
24O	42	20		200640	כי [התעתים כ] (התעיתם  ק) בנפשותיכם כי־אתם שלחתם אתי אל־יהוה אלהיכם לאמר התפלל בעדנו אל־יהוה אלהינו וככל אשר יאמר יהוה אלהינו כן הגד־לנו ועשינו׃
24O	42	21		200650	ואגד לכם היום ולא שמעתם בקול יהוה אלהיכם ולכל אשר־שלחני אליכם׃
24O	42	22		200660	ועתה ידע תדעו כי בחרב ברעב ובדבר תמותו במקום אשר חפצתם לבוא לגור שם׃    ס
24O	43	1		200670	ויהי ככלות ירמיהו לדבר אל־כל־העם את־כל־דברי יהוה אלהיהם אשר שלחו יהוה אלהיהם אליהם את כל־הדברים האלה׃    ס
24O	43	2		200680	ויאמר עזריה בן־הושעיה ויוחנן בן־קרח וכל־האנשים הזדים אמרים אל־ירמיהו קר אתה מדבר לא שלחך יהוה אלהינו לאמר לא־תבאו מצרים לגור שם׃
24O	43	3		200690	כי ברוך בן־נריה מסית אתך בנו למען תת אתנו ביד־הכשדים להמית אתנו ולהגלות אתנו בבל׃
24O	43	4		200700	ולא־שמע יוחנן בן־קרח וכל־שרי החילים וכל־העם בקול יהוה לשבת בארץ יהודה׃
24O	43	5		200710	ויקח יוחנן בן־קרח וכל־שרי החילים את כל־שארית יהודה אשר־שבו מכל־הגוים אשר נדחו־שם לגור בארץ יהודה׃
